schulnummer,schulname,school_type,schulkategorie,schulform_raw,klassenstufe,strasse,plz,ort,stadt,bundesland,ortsteil,latitude,longitude,telefon,fax,email,website,traegerschaft,traeger_name,form_der_privatschule,schulleitung,stv_schulleitung,schueler_gesamt,klassenzahl,unterrichtszeit,unterrichtszeit_erlaeuterung,profile,sonstige_profile,foerderschwerpunkt,unterrichtssprache,fruehe_fremdsprache,erste_fremdsprache,zweite_fremdsprache,dritte_fremdsprache,sprachen,art_des_angebots,ganztagsform,besonderheiten,besonderheiten_erlaeuterung,auszeichnungen,foerderverein,schulbibliothek,namensgebung,berufsbereiche,ausbildungsberufe,schulform_bemerkung,ndh_count,sw_portal_url,sw_portal_slug,data_source,data_retrieved,traffic_accidents_total,traffic_accidents_per_year,traffic_accidents_fatal,traffic_accidents_serious,traffic_accidents_minor,traffic_accidents_bicycle,traffic_accidents_pedestrian,traffic_accidents_school_hours,traffic_nearest_accident_m,traffic_data_years,traffic_data_source,transit_rail_01_name,transit_rail_01_distance_m,transit_rail_01_latitude,transit_rail_01_longitude,transit_rail_01_lines,transit_rail_02_name,transit_rail_02_distance_m,transit_rail_02_latitude,transit_rail_02_longitude,transit_rail_02_lines,transit_rail_03_name,transit_rail_03_distance_m,transit_rail_03_latitude,transit_rail_03_longitude,transit_rail_03_lines,transit_tram_01_name,transit_tram_01_distance_m,transit_tram_01_latitude,transit_tram_01_longitude,transit_tram_01_lines,transit_tram_02_name,transit_tram_02_distance_m,transit_tram_02_latitude,transit_tram_02_longitude,transit_tram_02_lines,transit_tram_03_name,transit_tram_03_distance_m,transit_tram_03_latitude,transit_tram_03_longitude,transit_tram_03_lines,transit_bus_01_name,transit_bus_01_distance_m,transit_bus_01_latitude,transit_bus_01_longitude,transit_bus_01_lines,transit_bus_02_name,transit_bus_02_distance_m,transit_bus_02_latitude,transit_bus_02_longitude,transit_bus_02_lines,transit_bus_03_name,transit_bus_03_distance_m,transit_bus_03_latitude,transit_bus_03_longitude,transit_bus_03_lines,transit_stops_500m,transit_stop_count_1000m,transit_all_lines_1000m,transit_accessibility_score,crime_stadt,crime_bezirk,crime_bezirk_population,crime_bezirk_index,crime_haeufigkeitszahl_2023,crime_aufklaerungsquote_2023,crime_straftaten_2023,crime_strassenraub_2023,crime_koerperverletzung_2023,crime_diebstahl_fahrrad_2023,crime_wohnungseinbruch_2023,crime_straftaten_2023_rate_per_100k,crime_strassenraub_2023_rate_per_100k,crime_koerperverletzung_2023_rate_per_100k,crime_diebstahl_fahrrad_2023_rate_per_100k,crime_wohnungseinbruch_2023_rate_per_100k,crime_data_source
,Phorms Schule Frankfurt,Grundschule,grundschulen,Grundschule,1-4,Fürstenbergerstraße 3-9,60322,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1256666,8.6807275,+49 69 17392550,+49 69 17392574,frankfurt@phorms.de,http://www.frankfurt.phorms.de,Private Träger,PHORMS Hessen GmbH,Staatlich anerkannte Ersatzschule,Gabriele Schorn,,300.0,14.0,8:45 - 15:45 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Sprachen, MINT-freundliche Schule",,,,,,,,,,,"Ganztägig arbeitende Schule, Mittagessen",,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/phorms-frankfurt,phorms-frankfurt,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Glauburgstraße,377.0,50.1274598,8.6852144,,Holzhausenstraße,483.0,50.126592,8.6741114,,"U-Bahn (50.1220,8.6758)",537.0,50.1219906,8.675848,,Matthias-Beltz-Platz,808.0,50.1265694,8.691974,,Friedberger Platz,811.0,50.1238054,8.691725,,Rothschildallee,971.0,50.127753,8.6939571,,Adlerflychtplatz,165.0,50.1242692,8.6815092,,Hynspergstraße,240.0,50.1277678,8.6814877,,Holzhausen-Park,299.0,50.127164,8.6772483,36,26,150,"32, 36, n4",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Private Kant-Schule (Grundschule),Grundschule,grundschulen,"Grundschule, Gymnasium",1-4,Hammanstraße 9,60322,Frankfurt am Main,Frankfurt am Main,Hessen,,50.1248045,8.6766341,+49 69 9551290,+49 69 95512920,info@kant-schule.de,https://www.kant-schule.de/,Private Träger,Stiftung Private Kant-Schulen gGmbH,"Staatlich anerkannte Ersatzschule (Grundstufe), Staatlich genehmigte Ersatzschule (Gymnasium)",Herr Beier,,330.0,,08:15 bis 16:00 Uhr,,,,,Deutsch,Englisch,Englisch,"Französisch, Latein",,"Englisch, Englisch, Französisch, Latein",Ganztagsangebote,,"Ganztägig arbeitende Schule, Ganztagsangebote, Hausaufgabenhilfe/-betreuung",,,,,,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/private-kant-schule,private-kant-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Holzhausenstraße,268.0,50.126592,8.6741114,,"U-Bahn (50.1220,8.6758)",318.0,50.1219906,8.675848,,"U-Bahn (50.1219,8.6756)",329.0,50.121929,8.6755721,,Friedberger Platz,1082.0,50.1238054,8.691725,,Matthias-Beltz-Platz,1111.0,50.1265694,8.691974,,Hessendenkmal,1120.0,50.1186272,8.6890393,,Holzhausen-Park,252.0,50.1270624,8.6763907,,Holzhausenstraße,253.0,50.1264365,8.6741681,,Lessing-Gymnasium,253.0,50.124929,8.673089,,48,140,36,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Riedhofschule,Grundschule,grundschulen,Grundschule,1-4,Riedhofweg 15-19,60596,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.0928,8.67361,+49 69 212 35264,+49 69 212 34393,poststelle.riedhofschule@stadt-frankfurt.de,http://www.riedhofschule.de,Stadt Frankfurt am Main,,,Martina Ruppel,,295.0,13.0,08:00 bis 13:15 Uhr,,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner",,,"""Verein der Freunde und Förderer der Riedhofschule"", Ansprechpartner/in: Herr Bitzer",Von der Stadtbücherei aufgebaut und organisiert.,Benannt nach dem im 14. Jahrhundert in der Nähe entstandenen Bauerngehöft,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/riedhofschule,riedhofschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Stresemannallee,248.0,50.0942383,8.6709594,,Frankfurt-Louisa,1024.0,50.0838234,8.6703942,,Schweizer Platz,1115.0,50.1016084,8.6810861,,Beuthener Straße,155.0,50.0916458,8.6748386,,Stresemannallee Bahnhof,248.0,50.0943981,8.6711874,,Breslauer Straße,299.0,50.0932402,8.6777457,,Beuthener Straße,160.0,50.091393,8.6741036,,Breslauer Straße,227.0,50.0928708,8.6767835,,Stresemannallee,246.0,50.0943942,8.6712189,,27,114,N16,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Robert-Blum-Schule,Grundschule,grundschulen,Grundschule,1-4,Gerlachstraße 1,65929,Frankfurt am Main,Frankfurt am Main,Hessen,Höchst,50.1073,8.5485,+49 69 212 45558,+49 69 212 45618,poststelle.robert-blum-schule@stadt-frankfurt.de,http://robert-blum.frankfurt.schule.hessen.de,Stadt Frankfurt am Main,,,Gülnar Salur,Agnieszka Golonka,550.0,20.0,08:00 bis 14:45 Uhr,,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,Ganztagsangebote,,,,Jugendhilfeangebot,"Robert Blum (1807-1848), Vizepräsident im Paulskirchenparlament von 1848",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/robert-blum-schule,robert-blum-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Frankfurt-Höchst,683.0,50.1027438,8.5420871,,Sossenheim,924.0,50.1149359,8.5536044,,Unterliederbach,1464.0,50.1079758,8.5279993,,Zuckschwerdtstraße,551.0,50.1031171,8.5526441,,Bolongaropalast,694.0,50.1017019,8.5528179,,Tillystraße,1059.0,50.1014862,8.5602552,,Konrad-Glatt-Straße,67.0,50.1067642,8.548929,,Hospitalplatz,219.0,50.1091457,8.5474385,,Klinikum Höchst,290.0,50.1072512,8.5444384,,26,99,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Robert-Schumann-Schule,Grundschule,grundschulen,Grundschule,1-4,Heddernheimer Kirchstraße 13,60439,Frankfurt am Main,Frankfurt am Main,Hessen,Heddernheim,50.1581,8.64559,+49 69 212 38734,+49 69 212 32099,poststelle.robert-schumann-schule@stadt-frankfurt.de,http://robert-schumann-schule.de,Stadt Frankfurt am Main,,,Frau Rosanka,Frau Hartmann,402.0,14.0,08:15 bis 13:30 Uhr,,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Italienisch, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Arabisch, Italienisch, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,Ganztagsangebote,,,"""Freunde und Förderer der Robert-Schumann-Schule""",,"Robert Schumann (1810-1856), Komponist",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/robert-schumann-schule,robert-schumann-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Heddernheim,450.0,50.1609417,8.6500805,,Frankfurt-Eschersheim,649.0,50.1575014,8.6546528,,Zeilweg,663.0,50.1639606,8.6438957,,Ginnheim Mitte,1991.0,50.1402029,8.6466334,,Markus-Krankenhaus,2386.0,50.1366419,8.6457914,,Schwabstraße,3014.0,50.1446265,8.682291,,Heddernheim Kirche,206.0,50.1597326,8.646957,,Habelstraße,212.0,50.1564471,8.6441158,,Cohausenstraße,214.0,50.1597684,8.6440884,,25,97,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Römerstadtschule,Grundschule,grundschulen,Grundschule,1-4,In der Römerstadt 120e,60439,Frankfurt am Main,Frankfurt am Main,Hessen,Heddernheim,50.154,8.63315,+49 69 212 34978,+49 69 212 32009,poststelle.roemerstadtschule@stadt-frankfurt.de,http://www.römerstadtschule.de,Stadt Frankfurt am Main,,,Elke Wagenblast,,375.0,14.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Erweiterter Schulischer Betreuung,"Besondere Leseförderung, Förderung der Deutschkenntnisse, Ganztagsangebote, Kooperationspartner",,,"""Freunde und Förderer der Römerstadtschule""",Jugendhilfeangebot,"Benannt nach der 1927/28 entstandenen Siedlung ""In der Römerstadt""",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/roemerstadtschule,roemerstadtschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Römerstadt,350.0,50.1542427,8.6380524,,Nordwestzentrum,452.0,50.1579488,8.6346656,,Heddernheimer Landstraße,1096.0,50.1637967,8.6348005,,Ginnheim Mitte,1810.0,50.1402029,8.6466334,,Markus-Krankenhaus,2129.0,50.1366388,8.6457564,,Frauenfriedenskirche,2956.0,50.1288186,8.646436,,Ernst-Kahn-Straße,93.0,50.1546459,8.6339839,,Hadrianstraße,95.0,50.1532475,8.6337742,,Mithrasstraße,217.0,50.1526385,8.6309718,,27,54,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Schule am Erlenbach,Grundschule,grundschulen,Grundschule,1-4,Im Feldchen 26,60437,Frankfurt am Main,Frankfurt am Main,Hessen,Nieder-Erlenbach,50.2054,8.7106,+49 69 212 44999,+49 69 212 45157,poststelle.schule-am-erlenbach@stadt-frankfurt.de,http://www.schule-am-erlenbach.de,Stadt Frankfurt am Main,,,,Vanessa Pfeiffer,210.0,10.0,07:50 bis 13:05 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Neue Technologien",,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"AGs am Nachmittag, Ganztagsangebote",,,"""Förderverein der Schule am Erlenbach e.V.""",,"Benannt nach dem Bach, der durch den Ort fließt.",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/schule-am-erlenbach,schule-am-erlenbach,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Bad Vilbel,2779.0,50.1886255,8.7395439,,Dortelweil,2897.0,50.2075238,8.7511646,,Nieder-Eschbach,2946.0,50.1994882,8.6702584,,Gravensteiner-Platz,5647.0,50.15519,8.6987305,,Alkmenestraße,6009.0,50.1518084,8.6997916,,Walter-Kolb-Siedlung,6536.0,50.1468119,8.7031811,18.0,Niedereschbacher Straße,227.0,50.2053849,8.707414,,Rathaus Nieder-Erlenbach,261.0,50.2032738,8.7090344,,Schule Nieder-Erlenbach,403.0,50.2020406,8.7127171,,15,33,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Schule am Hang,Grundschule,grundschulen,Grundschule,1-4,Barbarossastraße 65a,60388,Frankfurt am Main,Frankfurt am Main,Hessen,Bergen-Enkheim,50.1527,8.7565,+49 69 212 41257,+49 69 212 41259,poststelle.schule-am-hang@stadt-frankfurt.de,,Stadt Frankfurt am Main,,,Sina Gölz,Anjali Nienhuys,488.0,19.0,"siehe ""Erläuterung zu der Unterrichtszeit""",,"Schwerpunkt Musik, Schwerpunkt Kunst",,,,"Englisch, Herkunftssprachlicher Unterricht, Kroatisch, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Kroatisch, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Förderung der Deutschkenntnisse, Ganztagsangebote, Gewaltprävention, Kooperationspartner",,,"""Schatzinsel / Förderverein der Schule am Hang e.V."", Ansprechpartner/in: Schulsekretariat",,Benannt nach ihrer Lage im Stadtteil,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/schule-am-hang,schule-am-hang,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Enkheim,1147.0,50.1425306,8.7537714,,Hessen-Center,1455.0,50.140506,8.7490937,,Kruppstraße,1853.0,50.1379284,8.7444682,,Mainkur Bahnhof,2344.0,50.1325886,8.7663491,,Cassellastraße,2540.0,50.1299857,8.7603332,,Hugo-Junkers-Straße,2807.0,50.1275412,8.7531906,,Schule Am Hang,198.0,50.1521746,8.7538381,,Am Bächelchen,213.0,50.1546042,8.7562014,,Heinrich-Bingemer-Weg,285.0,50.1545756,8.7592322,,31,81,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Schule am Landgraben,Grundschule,grundschulen,Grundschule,1-4,Landgraben 2,60388,Frankfurt am Main,Frankfurt am Main,Hessen,Bergen-Enkheim,50.1569,8.74946,+49 69 212 75055,+49 69 212 41208,poststelle.schule-am-landgraben@stadt-frankfurt.de,http://www.schuleamlandgraben.de,Stadt Frankfurt am Main,,,Miriam Boiar,Karolin Bohn,182.0,8.0,08:00 bis 13:15 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst",,,Deutsch,Englisch,,,,Englisch,,Schule mit Erweiterter Schulischer Betreuung,"AGs am Nachmittag, Ganztagsangebote, Kooperationspartner",,,"""Förderverein der Schule am Landgraben"", Vorsitzende: Katja Timmermann",Von der Stadtbücherei aufgebaut und organisiert,Benannt nach ihrer Lage im Stadtteil,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/schule-am-landgraben,schule-am-landgraben,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Enkheim,1627.0,50.1425306,8.7537714,,Hessen-Center,1823.0,50.140506,8.7490937,,Kruppstraße,2139.0,50.1379284,8.7444682,,Mainkur Bahnhof,2959.0,50.1325886,8.7663491,,Cassellastraße,3091.0,50.1299857,8.7603332,,Hugo-Junkers-Straße,3275.0,50.1275412,8.7531906,,Nordring/Landgraben,68.0,50.1571697,8.7486108,,Marktstraße/Landgraben,120.0,50.1558256,8.7495209,,Nordring/Vilbeler Landstraße,270.0,50.1572714,8.7457084,,25,67,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Schwarzburgschule,Grundschule,grundschulen,Grundschule,1-4,Lenaustraße 81,60318,Frankfurt am Main,Frankfurt am Main,Hessen,Nordend,50.1265,8.68983,+49 69 212 33940,,poststelle.schwarzburgschule@stadt-frankfurt.de,http://www.schwarzburgschule.de,Stadt Frankfurt am Main,,,Frauke Lebsanft,Moritz Wachendörfer,283.0,12.0,08:00 bis 13:20 Uhr,,,,,Deutsch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Ganztagsangeboten - Profil 1,"Besondere Leseförderung, Ganztagsangebote, Jugendhilfeangebot",,,"""Förderverein Schwarzburgschule e.V.""","""Bücherwurm"", Öffnungszeiten: Montag bis Freitag von 08:00 - 08:45 Uhr",Benannt nach dem Patriziergeschlecht der Herren von Schwarzburg,,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/schwarzburgschule,schwarzburgschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Glauburgstraße,346.0,50.1274598,8.6852144,,Musterschule,558.0,50.12205,8.6862198,,Deutsche Nationalbibliothek,656.0,50.1310808,8.6840203,,Matthias-Beltz-Platz,153.0,50.1265694,8.691974,,Rothschildallee,326.0,50.127753,8.6939571,,Friedberger Platz,329.0,50.1238054,8.691725,,Matthias-Beltz-Platz,154.0,50.1265693,8.6919921,,Glauburgstraße,308.0,50.1268876,8.685552,,Friedberger Platz,330.0,50.1238039,8.6917524,,25,91,"32, 36, n4",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Steffi-Jones-Schule,Grundschule,grundschulen,Grundschule,1-4,Harheimer Weg 16,60437,Frankfurt am Main,Frankfurt am Main,Hessen,Bonames,50.1828,8.66858,+49 69 212 38564,,poststelle.steffi-jones-schule@stadt-Frankfurt.de,,Stadt Frankfurt am Main,,,Katja Mausbach,,378.0,16.0,08:15 bis 13:30 Uhr,,Flexibler Schulanfang,,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Türkisch",Ganztagsangebote,Schule mit Frühbetreuung,"Besondere Leseförderung, Ganztagsangebote, Jugendhilfeangebot, Kooperationspartner",,,,"Öffnungszeiten: 09:55 - 10:15 Uhr, tägliche Ausleihe möglich, Lesestundenangebot für alle Klassen durch Eltern. Von der Stadtbücherei aufgebaut und organisiert.","Steffi Jones (* 1972), deutsche Fußball-Spielerin",,,"Schulen mit flexiblem Schulanfang fügen die Jahrgangsstufen 1 und 2 inhaltlich und organisatorisch zusammen. Die Kinder durchlaufen diese beiden Stufen je nach individuellem Entwicklungs- und Leistungsstand in mindestens einem, zwei oder höchstens drei Jahren.",,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/steffi-jones-schule,steffi-jones-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Bonames Mitte,375.0,50.185371,8.6651706,,Kalbach,750.0,50.1830878,8.6580612,,Frankfurt Frankfurter Berg,1531.0,50.1701528,8.6770793,,Gravensteiner-Platz,3744.0,50.1551792,8.69864,,Alkmenestraße,4101.0,50.1518084,8.6997916,,Schwabstraße,4356.0,50.1446265,8.682291,,Haus Nidda,77.0,50.1832329,8.6677444,,Bonameser Hainstraße,270.0,50.1836407,8.6650291,,Harheimer Weg,327.0,50.1831398,8.6731381,,29,62,,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Textorschule,Grundschule,grundschulen,Grundschule,1-4,Oppenheimer Landstraße 15,60594,Frankfurt am Main,Frankfurt am Main,Hessen,Sachsenhausen,50.1027,8.6817,+49 69 212 41161,+49 69 212 39326,poststelle.textorschule@stadt-frankfurt.de,http://www.textorschule.de,Stadt Frankfurt am Main,,,Stefanie Weitzel,Mirja Hommel,440.0,18.0,08:00 bis 13:15 Uhr,,"Schwerpunkt Sprachen, Europaschule, UNESCO-Projektschule",,,Bilingual Deutsch/Französisch,Englisch,,,,Englisch,Ganztagsangebote,Schule mit Pakt für den Ganztag,"AGs am Nachmittag, Besondere Leseförderung, Förderung besonderer Begabung, Förderung der Deutschkenntnisse, Ganztagsangebote, Kooperationspartner",,Europaschule und UNESCO-Projektschule,"""Verein der Freunde und Förderer der Textorschule"", Ansprechpartner: Christian von Halasz",Musikschule,Textor: Geburtsname von Goethes Mutter,,,Bilingualer Zweig Deutsch-Französisch,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/textorschule,textorschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Schweizer Platz,94.0,50.1022795,8.6805639,,Gartenstraße Museumsufer,159.0,50.1031575,8.6795856,,Frankfurt (Main) Süd,496.0,50.099356,8.6863016,,Schweizer-/Gartenstraße,145.0,50.1031023,8.679772,,Schwanthalerstraße,174.0,50.1011645,8.681209,,Brücken-/Textorstraße,392.0,50.1017739,8.6870059,,Schweizer-/Gartenstraße,144.0,50.1031548,8.6798128,,Schwanthalerstraße,173.0,50.1011728,8.6812389,,Südbahnhof,378.0,50.100146,8.6851923,,51,205,"14, 18, N16, N8",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Theobald-Ziegler-Schule,Grundschule,grundschulen,Grundschule,1-4,Theobald-Ziegler-Straße 10,60435,Frankfurt am Main,Frankfurt am Main,Hessen,Eckenheim,50.1481,8.69085,+49 69 212 38755,+49 69 212 30706,poststelle.theobald-ziegler-schule@stadt-frankfurt.de,https://theobald-ziegler-schule.de,Stadt Frankfurt am Main,,,Christina Raab,Andrea Kaufmann,340.0,16.0,08:00 bis 15:05 Uhr,,,,,Deutsch,"Englisch, Herkunftssprachlicher Unterricht, Polnisch, Türkisch",,,,"Englisch, Herkunftssprachlicher Unterricht, Polnisch, Türkisch",Ganztagsangebote,Schule mit Pakt für den Ganztag,"Besondere Leseförderung, Förderung der Deutschkenntnisse, Förderung besonderer Begabung, Ganztagsangebote, Gewaltprävention, Jugendhilfeangebot, Kooperationspartner",,,foerderverein.theo@gmx.de,Von der Stadtbücherei aufgebaut und organisiert,"Theobald Ziegler (1846-1918), Philosoph und Pädagoge",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/theobald-ziegler-schule,theobald-ziegler-schule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Theobald-Ziegler-Straße,70.0,50.1479234,8.6899125,,Ronneburgstraße,412.0,50.1513695,8.6881232,,Feuerwehrstraße,474.0,50.1438815,8.6918498,,Schwabstraße,722.0,50.1446265,8.682291,,Alkmenestraße,750.0,50.1516538,8.6997969,,Walter-Kolb-Siedlung,890.0,50.1468119,8.7031811,18.0,Theobald-Ziegler-Straße,59.0,50.1477474,8.6902298,,Ronneburgstraße,335.0,50.1509024,8.6891106,,Feuerwehrstraße,365.0,50.1448713,8.6918043,,29,71,18,50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
,Uhlandschule,Grundschule,grundschulen,Grundschule,1-4,Ostendstraße 35,60314,Frankfurt am Main,Frankfurt am Main,Hessen,Ostend,50.112,8.69845,+49 69 212 33530,+49 69 212 31652,poststelle.uhlandschule@stadt-frankfurt.de,http://www.uhlandschule-frankfurt.com,Stadt Frankfurt am Main,,,Friederike Linzenmeier,,237.0,12.0,08:00 bis 13:15 Uhr,,"Schwerpunkt Musik, Schwerpunkt Kunst, Schwerpunkt Sport",,,Deutsch,,,,,,Ganztagsangebote,Schule mit Frühbetreuung,"AGs am Nachmittag, Besondere Leseförderung, Ganztagsangebote, Kooperationspartner, Jugendhilfeangebot",,,"""Förderverein Uhlandschule"", Ansprechpartner/in: Hr. Rademacher",,"Ludwig Uhland (1787-1862), Dichter und Mitglied der Nationalversammlung",,,,,https://frankfurt.de/themen/arbeit-bildung-und-wissenschaft/bildung/schulwegweiser/grundschulen/uhlandschule,uhlandschule,Frankfurt Schulwegweiser,2026-04-06,39,13.0,0,6,33,6,5,27,79,"2024,2023,2022",Unfallatlas,Ostendstraße; ECB,74.0,50.1113552,8.6982152,,Ostendstraße; Europäische Zentralbank (ECB),103.0,50.1111515,8.6978556,,Ostendstraße,117.0,50.1125091,8.6970061,,Ostendstraße,171.0,50.1132808,8.6971192,,Zobelstraße,223.0,50.1129116,8.7012279,,Allerheiligentor,350.0,50.1133252,8.6940053,,Ostendstraße,123.0,50.113072,8.6980412,,Zobelstraße,188.0,50.1128393,8.7007318,,Allerheiligentor,352.0,50.113221,8.6938983,,47,171,"14, 18, n72",50.0,Frankfurt am Main,,773068,1.0,14840,51.2,114729,1134,8421,5632,1876,14840.7,146.7,1089.3,728.5,242.7,city_aggregate
